日期	台積電收盤價_新台幣元	台積電成交量_千股	聯電收盤價_新台幣元	聯電成交量_千股
2005/3/14	26.75	32036	13	44503
2005/3/15	26.54	30322	12.77	54358
2005/3/16	27.01	42833	12.74	54049
2005/3/17	26.44	52153	12.55	60250
2005/3/18	26.44	29417	12.35	73501
2005/3/21	26.28	44378	12.42	44046
2005/3/22	26.23	36883	12.15	104656
2005/3/23	26.13	40548	12.19	123259
2005/3/24	26.28	37466	12.35	86823
2005/3/25	26.75	24768	12.45	29086
2005/3/28	26.75	18084	12.35	24575
2005/3/29	26.54	21191	12.15	34040
2005/3/30	26.28	48374	12.15	41149
2005/3/31	26.75	27060	12.45	45251
2005/4/1	27.32	37605	12.51	35297
2005/4/4	27.11	24189	12.42	24431
2005/4/6	26.75	27417	12.32	27364
2005/4/7	26.7	42240	12.12	47895
2005/4/8	27.17	32158	12.32	35459
2005/4/11	26.96	25709	12.15	47658
2005/4/12	27.17	16534	12.22	23652
2005/4/13	27.27	18007	12.32	23264
2005/4/14	26.65	41842	12.22	56432
2005/4/15	26.65	43910	11.99	63405
2005/4/18	26.13	69139	11.66	67260
2005/4/19	26.02	44680	11.66	44600
2005/4/20	26.02	30558	11.66	63096
2005/4/21	25.76	58209	11.89	50863
2005/4/22	25.76	39861	11.89	65805
2005/4/25	25.87	21850	11.89	26770
2005/4/26	26.8	51603	12.02	43550
2005/4/27	27.11	54693	12.06	38104
2005/4/28	27.53	42200	12.06	46512
2005/4/29	26.96	28513	12.02	26480
2005/5/3	27.17	40449	12.02	44869
2005/5/4	27.27	26164	12.09	21788
2005/5/5	28	57891	12.48	94953
2005/5/6	28.36	48639	12.77	104078
2005/5/9	28.41	43527	12.77	56885
2005/5/10	28.41	35166	12.68	41051
2005/5/11	27.84	44539	12.51	33640
2005/5/12	28.31	47587	12.71	76064
2005/5/13	28.46	54311	12.81	72615
2005/5/16	28.46	30444	13	100601
2005/5/17	28.2	28688	13.23	111146
2005/5/18	28.52	35266	13.13	42699
2005/5/19	29.3	93419	13.33	106176
2005/5/20	29.35	41226	13.4	57760
2005/5/23	28.67	22444	13.17	40589
2005/5/24	29.3	48951	13.56	126507
2005/5/25	28.98	47803	13.66	149699
2005/5/26	29.09	37762	13.72	93279
2005/5/27	29.5	37432	13.98	118221
2005/5/30	29.45	24261	14.11	83936
2005/5/31	29.55	66096	13.85	84197
2005/6/1	29.04	48490	13.82	119311
2005/6/2	29.55	56312	14.05	102643
2005/6/3	29.97	54487	14.51	205744
2005/6/6	30.18	50153	14.64	101951
2005/6/7	29.87	63207	14.83	155152
2005/6/8	30.23	71191	15.16	156004
2005/6/9	30.13	47510	15.22	124264
2005/6/10	30.18	88120	15.29	146477
2005/6/13	31.1	64207	15.36	105068
2005/6/14	31.1	41497	15.13	90113
2005/6/15	31.39	41672	14.77	104879
2005/6/16	31.9	45727	15.19	105119
2005/6/17	32.42	49525	15.58	201690
2005/6/20	32.47	40445	16.01	132110
2005/6/21	31.84	27178	15.85	106941
2005/6/22	32.47	38386	16.04	110095
2005/6/23	32.64	45651	15.85	98021
2005/6/24	32.3	34538	15.62	64753
2005/6/27	32.24	30574	15.16	97990
2005/6/28	32.19	30174	15.29	63632
2005/6/29	31.33	110212	15.03	138008
2005/6/30	31.44	39089	15.03	54791
2005/7/1	31.79	18870	15.32	47995
2005/7/4	31.44	18037	15.36	36297
2005/7/5	31.05	18987	15.09	38552
2005/7/6	31.16	49307	15.16	42040
2005/7/7	31.16	56006	15.42	52205
2005/7/8	30.7	67367	15.42	31250
2005/7/11	32.42	100414	15.85	80483
2005/7/12	32.59	70328	16.24	92223
2005/7/13	32.42	43965	16.21	73038
2005/7/14	32.53	28011	16.47	78962
2005/7/15	32.3	25142	16.04	60129
2005/7/19	32.07	28879	15.81	44183
2005/7/20	32.19	60499	15.88	52934
2005/7/21	32.19	58600	15.85	45771
2005/7/22	32.47	40422	15.55	57034
2005/7/25	32.02	22730	15.39	39180
2005/7/26	31.73	61743	15.19	54455
2005/7/27	30.3	112968	14.7	135610
2005/7/28	30.76	70681	14.87	78636
2005/7/29	30.36	38745	14.73	48395
2005/8/1	30.42	17146	14.77	86974
2005/8/2	31.33	41634	15.51	129789
2005/8/3	31.9	55187	16.24	121828
2005/8/4	31.22	33600	16.13	48088
2005/8/8	30.47	65311	15.95	84649
2005/8/9	30.25	56102	15.66	58907
2005/8/10	30.13	45507	16.31	104232
2005/8/11	30.59	31279	16.6	93972
2005/8/12	30.59	35578	16.46	45919
2005/8/15	30.25	47616	16.02	59947
2005/8/16	30.25	28840	15.95	33882
2005/8/17	30.08	37031	15.84	59305
2005/8/18	29.68	35585	15.47	48120
2005/8/19	29.45	39632	15.15	56541
2005/8/22	29.68	20143	15.36	20660
2005/8/23	29.68	26614	15.51	38429
2005/8/24	29.39	25404	15.04	70884
2005/8/25	29.56	21542	14.82	40259
2005/8/26	30.13	34692	14.96	58226
2005/8/29	29.28	35641	14.35	74788
2005/8/30	29.16	44046	14.27	46127
2005/8/31	30.82	55789	14.27	63009
2005/9/2	30.02	55650	14.93	87168
2005/9/5	29.73	22508	14.49	37131
2005/9/6	29.79	18247	14.71	35127
2005/9/7	29.68	14987	14.85	29776
2005/9/8	29.62	21068	15	40151
2005/9/9	29.45	26116	14.85	40788
2005/9/12	30.08	44476	15.11	51902
2005/9/13	30.53	74054	15.15	31121
2005/9/14	30.76	43513	15	29458
2005/9/15	30.76	33130	14.93	40027
2005/9/16	30.02	44725	14.93	58844
2005/9/19	30.36	35672	15.29	50718
2005/9/20	30.59	44858	15.29	57997
