number,academic,conduct,year
10072,73.33,87,1
10073,65.82,87,1
10074,82.16,87,1
10075,76.93,87,1
10076,88.2,87,1
10077,83.53,86,1
10078,79.41,88,1
10079,60.65,87,1
10080,74.43,87,1
10081,68.07,87,1
10082,78.06,87,1
10083,42.53,87,1
10084,73.6,86,1
10085,82.53,86,1
10086,73.47,86,1
10087,73,87,1
10088,78.2,87,1
10089,72.53,87,1
10090,66.8,83,1
10091,64.67,90.5,1
10092,71.13,87,1
10093,79.4,87,1
10094,83.47,87,1
10095,71.88,87,1
10096,62.93,87,1
10097,84.79,87,1
10098,74.07,87,1
10099,71.73,87,1
10100,68.65,89,1
10101,75,87,1
10102,66.47,87,1
10103,66.47,87,1
10104,81.2,87,1
10105,58.47,87,1
10106,75.29,87,1
10107,81.14,87,1
10108,89.12,87,1
10109,78.95,87,1
10110,62.3,89,1
10111,73.9,87,1
10112,85.6,89,1
10113,70.75,87,1
10114,77.6,87,1
10115,65.25,87,1
10116,67.17,89,1
10117,72.55,87,1
10118,73.4,89,1
10119,72.05,87,1
10120,69.85,87,1
10121,77.9,89,1
10122,70.55,87,1
10123,68.5,87,1
10124,77.35,89,1
10125,74.95,87,1
10126,69.7,87,1
10127,78.35,92,1
10128,59.35,87,1
10129,75,88,1
10130,76.13,88,1
10131,72.55,87,1
10132,86.5,87,1
10133,69.8,87,1
10134,63.6,87,1
10135,75.15,87,1
10136,65.25,89,1
10137,58.75,90,1
10138,89.5,88,1
10139,74.2,89,1
10140,74.15,87,1
10141,77.05,89,1
10142,54.85,87,1
10143,84.35,87,1
10144,73.45,87,1
10145,91.85,89,1
10146,68.95,89,1
10147,77.8,87,1
10148,71.15,89,1
10149,81.75,87,1
10150,72.05,87,1
10151,65.25,90,1
10152,85.6,87,1
10153,68.25,87,1
10154,64.35,90,1
10155,65,87,1
10156,66.6,89,1
10157,74.15,87,1
10158,68.25,89,1
10159,83.6,87,1
10160,76.17,87,1
10161,66.78,86,1
10162,68.38,87,1
10163,71.39,87,1
10164,58.22,87,1
10165,61.06,86,1
10166,76.67,86,1
10167,77.28,87,1
10168,73.22,87,1
10169,79,86,1
10170,68.56,89,1
10171,84.11,86,1
10172,58.11,87,1
10173,79.22,86,1
10174,75.17,86,1
10175,67.72,86,1
10176,66.61,86,1
10177,70.67,86,1
10178,62.28,87,1
10179,70.56,86,1
10180,84.28,89,1
10181,56.62,86,1
10182,73.55,86,1
10183,76.39,86,1
10184,86.06,91,1
10185,63.17,86,1
10186,69.72,86,1
10187,71.72,86,1
10188,78,86,1
10189,75.33,86,1
10190,77.67,86,1
10191,75.33,87,1
10192,77,87,1
10193,77.39,86,1
10194,67.39,86,1
10195,62.89,86,1
10196,69.72,86,1
10197,64.11,86,1
10198,75.75,87,1
10199,68.67,86,1
10200,69.78,86,1
10201,70.22,86,1
10202,79,87,1
10203,61.89,86,1
10204,62.33,87,1
10205,72.94,87,1
10206,58.67,87,1
10207,66.06,86,1
10208,66.67,86,1
10209,56.17,86,1
10210,88.4,87,1
10211,81.25,87,1
10212,78.1,87,1
10213,46.56,88,1
10214,64,87,1
10215,65.72,87,1
10216,70.05,87,1
10217,61.05,87,1
10218,68.9,87,1
10219,77.94,88,1
10220,71.35,87,1
10221,62,87,1
10222,78.83,88,1
10223,73.15,88,1
10224,71.67,87,1
10225,75.61,89,1
10226,55,89,1
10227,83.17,87,1
10228,75.11,88,1
10229,73.1,93,1
10230,74.7,87,1
10231,60.05,89,1
10232,54,87,1
10233,79.45,87,1
10234,66.11,88,1
10235,73.15,88,1
10236,64.39,88,1
10237,75.67,87,1
10238,61.83,87,1
10239,73.72,88,1
10240,72.11,87,1
10241,58.75,87,1
10242,73.86,87,1
10243,73.4,87,1
10244,78.85,88,1
10245,78.35,88,1
10246,73.6,89,1
10247,64.81,87,1
10248,87.4,87,1
10249,55.36,87,1
10250,54.84,89,1
10251,65.06,87,1
10252,73.3,84,1
10253,67.5,92,1
10254,75.84,88,1
10255,63.45,89,1
10256,85.95,88,1
10257,65.11,87,1
10258,64.22,88,1
10259,79.47,89,1
10260,70.06,88,1
10261,62.12,89,1
10262,89.18,89,1
10263,53.28,89,1
10264,85.95,89,1
10265,84.45,90,1
10266,63.12,89,1
10267,72.61,89,1
10268,81.09,90,1
10269,79.06,88,1
10270,81.47,89,1
10271,82.18,90,1
10272,64.95,89,1
10273,74.41,91,1
10274,71.24,89,1
10275,65.35,88,1
10276,71.58,94,1
10277,68.91,88,1
10278,78.84,89,1
10279,67.94,88,1
10280,74.79,87,1
10281,79,88,1
10282,77.84,89,1
10283,62.95,89,1
10284,82.15,89,1
10285,53.12,88,1
10286,67.74,95,1
10287,71.71,88,1
10288,70.9,92,1
10289,69.8,88,1
10290,53.53,91,1
10291,73.39,90,1
10292,68.41,89,1
10293,69.53,88,1
10294,74.63,93,1
10295,70.74,86,1
10296,68.86,89,1
10297,70.63,86,1
10298,76.76,89,1
10299,64.89,89,1
10300,74.35,89,1
10301,44.47,92,1
10302,79.74,88,1
10303,72.71,87,1
10304,78.42,89,1
10305,87.42,90,1
10306,75.05,89,1
10307,67.74,95,1
10308,75.1,89,1
10309,68.94,92,1
10310,47.74,92,1
10311,62.35,93,1
10312,72.71,89,1
10313,53.15,89,1
10314,74.71,89,1
10315,85.5,90,1
10316,62.65,95,1
10317,74.76,92,1
10318,50.6,83,1
10319,62.94,89,1
10320,72.05,90,1
10321,69.61,89,1
10322,76.79,89,1
10323,75.16,89,1
10324,68.35,93,1
10325,64.28,89,1
10326,90.12,89,1
10327,77,89,1
10328,60.12,87,1
10329,62.2,93,1
10330,71.53,93,1
10331,86.86,89,1
10332,74.05,89,1
10333,55.65,90,1
10334,68.4,87,1
10335,74.33,90,1
10336,84.25,93,1
10337,77.24,89,1
10338,63.29,89,1
10339,75.42,94,1
10340,62.94,89,1
10341,68.56,90,1
10342,76.59,89,1
10343,67.72,89,1
10344,50.79,89,1
10345,81.78,89,1
10346,69.29,92,1
10347,70.29,89,1
10348,67.12,84,1
10349,69.12,87,1
10350,58.47,90,1
10351,13.59,80,1
10352,71.29,89,1
10353,82.52,89,1
10354,74.45,87,1
10355,75.19,89,1
10356,65.65,89,1
10357,88.71,89,1
10358,67.1,89,1
10359,75.14,89,1
10360,89.23,90,1
10361,92.6,89,1
10362,67.41,92,1
10363,48.95,92,1
10364,76.47,91,1
10365,51.76,93,1
10366,77.57,91,1
10367,68.1,91,1
10368,71.84,94,1
10369,73.47,93,1
10370,76.48,92,1
10371,70.29,88,1
10372,86.67,92,1
10373,74.85,91,1
10374,83.58,91,1
10375,63.88,91,1
10376,76.79,94,1
10377,71,92,1
10378,77.29,93,1
10379,61.78,91,1
10380,82.16,93,1
10381,68.71,91,1
10382,72.41,91,1
10383,51.18,91,1
10384,79.1,91,1
10385,76.68,92,1
10386,66.05,92,1
10387,56.5,91,1
10388,68.79,91,1
10389,89.37,92,1
10390,75.47,91,1
10391,84.64,92,1
10392,71.32,91,1
10393,76.41,92,1
10394,73.29,92,1
10395,39.76,90,1
10396,72.77,95,1
10397,70.71,92,1
10398,74.74,94,1
10399,63.65,90,1
10400,73.53,91,1
10401,79.53,91,1
10402,79.65,92,1
10403,79.27,91,1
10404,61.47,91,1
10405,67.21,91,1
10406,76.62,94,1
10407,65.37,91,1
10408,75.21,91,1
10409,76.11,89,1
10410,70.95,92,1
10411,80.12,91,1
10412,69.2,91,1
10413,54.89,92,1
10414,88.95,95,1
10415,83.68,89,1
10416,76.26,88,1
10417,84.89,88,1
10418,76.05,91,1
10419,77.32,88,1
10420,84.79,95,1
10421,63.84,88,1
10422,65.37,87,1
10423,88.89,88,1
10424,83.42,92,1
10425,83.89,89,1
10426,71.21,87,1
10427,77.42,88,1
10428,75,88,1
10429,79.47,88,1
10430,87.47,91,1
10431,90.84,89,1
10432,82.32,88,1
10433,75.63,89,1
10434,80.05,87,1
10435,81.21,88,1
10436,70.95,88,1
10437,68.89,89,1
10438,66.58,86,1
10439,72.89,88,1
10440,90.79,87,1
10441,86.52,88,1
10442,79.79,90,1
10443,70.21,89,1
10444,70.42,89,1
10445,65.32,91,1
10446,72.47,90,1
10447,67.11,82,1
10448,64.58,90,1
10449,78.58,87,1
10450,82.63,87,1
10451,84.42,89,1
10452,69.16,95,1
10453,79.32,88,1
10454,53.84,86,1
10455,71.37,88,1
10456,70.58,88,1
10457,79.89,87,1
10458,77.21,87,1
10459,76.84,88,1
10460,74.32,90,1
10461,74.21,87,1
10462,81.81,88,1
10463,67.42,87,1
10464,74.26,88,1
10465,68.68,86,1
10466,68.74,91,1
10467,75.1,92.5,1
10468,67.95,87,1
10469,78.95,86.5,1
10470,58.53,89,1
10471,55.19,86,1
10472,75.21,88,1
10473,75.42,86,1
10474,55.05,87,1
10475,58.95,87,1
10476,79.53,86,1
10477,72.47,87,1
10478,67.05,88,1
10479,71.95,88,1
10480,74.26,88,1
10481,70.26,86,1
10482,76.32,87,1
10483,64.11,89,1
10484,67.26,86,1
10485,81.63,88,1
10486,72.95,87,1
10487,76.53,86,1
10488,70.53,87,1
10489,80.05,86,1
10490,76.89,87,1
10491,78.74,87,1
10492,74.42,91,1
10493,76.58,86,1
10494,73.79,89,1
10495,73.24,88,1
10496,85.68,86,1
10497,36.63,87,1
10498,81,89,1
10499,73.95,87,1
10500,72.26,87,1
10501,63.63,88,1
10502,83.95,86,1
10503,54.53,86,1
10504,56.79,88,1
10505,64.74,86,1
10506,64.53,86,1
10507,69.32,89,1
10508,71.32,88,1
10509,74.68,87,1
10510,82.58,92,1
10511,74.79,87,1
10512,74.26,95,1
10513,71.26,87,1
10514,74.53,87,1
10515,67.16,86,1
10516,70.37,86,1
10517,76.79,88,1
10518,61.74,87,1
10519,81,86,1
10520,71,87,1
10521,77.21,87,1
10522,69.42,87,1
10523,64.47,86,1
10524,75.47,88,1
10525,64,86,1
10526,75.68,90.5,1
10527,79.26,86.5,1
10528,79.05,86.5,1
10529,58.63,86,1
10530,58.21,86,1
10531,52.53,86,1
10532,66.73,85,1
10533,78.21,89,1
10534,75.21,88,1
10535,79.05,89,1
10536,71.21,86,1
10537,64.47,89,1
10538,83.89,88,1
10539,48.74,90,1
10540,72.21,91.5,1
10541,61.75,90,1
10542,86,88,1
10543,44.32,89,1
10544,81.74,87,1
10545,90.32,89,1
10546,63.47,86,1
10547,73.32,91,1
10548,66.58,86,1
10549,59.05,89,1
10550,74.16,93,1
10551,76.95,90,1
10552,55.47,84,1
10553,73.32,92,1
10554,58.79,87,1
10555,78.37,90,1
10556,72.58,86,1
10557,68.47,90,1
10558,87.89,88,1
10559,77.42,89,1
10560,73.68,91,1
10561,78.11,87,1
10562,63.79,89,1
10563,70.79,87,1
10564,70.16,89,1
10565,67,86,1
10566,68.21,91,1
10567,62,89,1
10568,59.95,89,1
10569,76.58,87,1
10570,68.32,89,1
10571,59.67,86,1
10572,58.32,89,1
10573,72.42,86,1
10574,67.05,89,1
10575,77.32,86,1
10576,70.47,90,1
10577,72.42,86,1
10578,64.63,89,1
10579,80.79,87,1
10580,75.37,90,1
10581,81.95,86,1
10582,75.05,89,1
10583,61.53,88,1
10584,76.68,89,1
10585,88.19,87,1
10586,91.71,87.5,1
10587,91.9,87.5,1
10588,52.43,89,1
10589,57.58,89,1
10590,68,89,1
10591,72.1,89,1
10592,75.19,90,1
10593,68.29,86,1
10594,90.37,89,1
10595,69.22,87,1
10596,65.81,82,1
10597,60.38,85,1
10598,66.63,85,1
10599,51.33,85,1
10600,57.69,85,1
10601,52.75,83,1
10602,60.69,90,1
10603,64.61,92.5,1
10604,82.56,83,1
10605,47.63,85,1
10606,50.75,85,1
10607,66.81,83,1
10608,69.81,85,1
10609,68.31,85,1
10610,67.19,85,1
10611,56.19,84,1
10612,69.13,85,1
10613,64.19,92.5,1
10614,61.65,84,1
10615,75,83,1
10616,85.06,85,1
10617,67.72,85,1
10618,50.75,83,1
10619,74.81,85,1
10620,66,85,1
10621,65,84,1
10622,79.25,85,1
10623,67.4,83,1
10624,72.43,85,1
10625,73.56,84,1
10626,63.19,85,1
10627,61.83,85,1
10628,62.38,84,1
10629,74.06,84,1
10630,64.63,89,1
10631,72.7,85,1
10632,60.88,86.5,1
10633,50.22,83,1
10634,73.06,84,1
10635,69.06,84,1
10636,47.44,82,1
10637,81,85,1
10638,45.19,85,1
10639,69.31,85,1
10640,68.31,91,1
10641,65.31,85,1
10642,57.75,92.5,1
10643,63.56,85,1
10644,29.31,84,1
10645,63.5,85,1
10646,78.75,85,1
10647,60.5,83,1
10648,77.28,85,1
10649,78.19,85,1
10650,67.69,90,1
10651,93.81,85,1
10652,87.13,85,1
10653,75.88,85,1
10654,55.76,85,1
10655,79.44,85,1
10656,79.67,88,1
10657,63.44,85,1
10658,52.25,85,1
10659,89.13,86,1
10660,69.94,85,1
10661,76.81,92.5,1
10662,63.63,89,1
10663,60.06,85,1
10664,58.8,85,1
10665,70.69,85,1
10666,64.31,85,1
10667,58.63,85,1
10668,64.19,85,1
10669,76.63,85,1
10670,65.06,88,1
10671,65.19,84,1
10672,82.06,85,1
10673,68.75,85,1
10674,65.75,85,1
10675,84.25,85,1
10676,72.44,85,1
10677,68.5,85,1
10678,54.94,85,1
10679,56.25,87.5,1
10680,74.5,85,1
10681,84.13,88,1
10682,82.47,85,1
10683,70.44,85,1
10684,81.25,85,1
10685,59.5,85,1
10686,67.25,84,1
10687,52.13,85,1
10688,64.5,85,1
10689,62,85,1
10690,69.33,85,1
10691,68,85,1
10692,74.44,85,1
10693,56.22,85,1
10694,66.06,85,1
10695,60.56,85,1
10696,70.94,85,1
10697,66.63,85,1
10698,66.94,85,1
10699,69.19,87.5,1
10700,74.69,85,1
10701,64.81,87.5,1
10702,74.43,85,1
10703,70.39,85,1
10704,81.78,87.5,1
10705,45.5,88,1
10706,62.56,86,1
10707,64.56,85,1
10708,68.41,85,1
10709,56.12,85,1
10710,66.94,85,1
10711,77.06,85,1
10712,66.75,90,1
10713,72.25,85,1
10714,70.31,92.5,1
10715,83.68,85,1
10716,62.06,85,1
10717,89.53,86,1
10718,83.59,86,1
10719,55.35,86,1
10720,61.17,85,1
10721,50.5,86,1
10722,73.24,85,1
10723,66.72,85,1
10724,64.88,87,1
10725,73.88,86,1
10726,43.56,87,1
10727,78.15,85,1
10728,65.95,90,1
10729,72.56,86,1
10730,60.88,89,1
10731,74.38,85,1
10732,82.13,85,1
10733,67.5,85,1
10734,57,85,1
10735,74.71,86,1
10736,87.81,90,1
10737,55.74,85,1
10738,53.44,90,1
10739,62,85,1
10740,62.44,85,1
10741,31.5,85,1
10742,58.56,85,1
10743,67.5,85,1
10744,62.06,85,1
10745,66,85,1
10746,54.13,85,1
10747,73.75,87,1
10748,49.25,86,1
10749,56.19,87.5,1
10750,61.61,85,1
10751,69.65,85,1
10752,62.94,85,1
10753,83.25,85,1
10754,59.94,85,1
10755,49.06,85,1
10756,64.85,85,1
10757,86.73,86,1
10758,54.61,86,1
10759,60.67,85,1
10760,52.88,86,1
10761,77.35,85,1
10762,57.19,87,1
10763,77.76,87,1
10764,86.35,89,1
10765,70.18,85,1
10766,71.06,86,1
10767,71.19,86,1
10768,73.89,85,1
10769,79.22,85,1
10770,72.76,88,1
10771,64.88,86,1
10772,75.37,88,1
10773,74,85,1
10774,82.24,87,1
10775,71.65,86,1
10776,73.18,87,1
10777,66.76,86,1
10778,80.53,85,1
10779,83.53,87,1
10780,66.29,88,1
10781,62.24,86,1
10782,78.76,90,1
10783,76.68,85,1
10784,54.82,86,1
10785,83.71,86,1
10786,72.12,88,1
10787,79.88,86,1
10788,67.58,88,1
10789,70.06,92,1
10790,82,88,1
10791,71.76,85,1
10792,57.24,85,1
10793,71.41,90,1
10794,9.71,79,1
10795,76.65,86,1
10796,68.59,85,1
10797,73.71,86,1
10798,58.94,89,1
10799,70.35,85,1
10800,67.76,85,1
10801,76.24,87,1
10802,65.41,85,1
10803,76.35,87,1
10804,64.06,89,1
10805,75.29,85,1
10806,74.84,85,1
10807,76.76,86,1
10808,64.06,87,1
10809,52.53,89,1
10810,64.06,91,1
10811,71.95,86,1
10812,49.67,85,1
10813,50.21,87,1
10814,5.94,82,1
10815,59.18,87,1
10816,62.42,89,1
10817,13.84,82,1
10818,73.58,89,1
10819,42.54,87,1
10820,85,89,1
10821,84.76,87,1
10822,60.94,90,1
10823,68.47,88,1
10824,66.29,89,1
10825,64.41,83,1
10826,78.59,90,1
10827,56.65,83,1
10828,71.47,89,1
10829,73.84,87,1
10830,51.53,89,1
10831,82.06,88,1
10832,85.35,89,1
10833,68.21,88,1
10834,66.06,91,1
10835,63,88,1
10836,80.65,90,1
10837,57.12,90,1
10838,64.35,91,1
10839,68.12,87,1
10840,82.65,90,1
10841,70.58,87,1
10842,74.12,89,1
10843,80.07,88,1
10844,58.65,88,1
10845,39.88,90,1
10846,75,90,1
10847,68.58,90,1
10848,68,88,1
10849,56.71,89,1
10850,61.76,93,1
10851,59.88,91,1
10852,60.05,89,1
10853,69.06,87,1
10854,61.82,90,1
10855,59.18,90,1
10856,57.94,90,1
10857,56,90,1
10858,62.07,89,1
10859,57.06,88,1
10860,55.88,89,1
10861,64.59,88,1
10862,41.07,90,1
10863,60.76,87,1
10864,46.65,87,1
10865,51.37,82,1
10866,78.81,85,1
10867,73.11,89,1
10868,70.38,88,1
10869,70.58,90,1
10870,70.21,85,1
10871,66.26,85,1
10872,75.67,85,1
10873,75,89,1
10874,74.16,85,1
10875,68,89,1
10876,78.95,89,1
10877,71.68,87,1
10878,72,85,1
10879,72.47,86,1
10880,65.32,86,1
10881,71.32,90,1
10882,78.79,88,1
10883,68.32,89,1
10884,70.32,85,1
10885,84.74,89,1
10886,80.11,86,1
10887,79.21,89,1
10888,66.05,87,1
10889,69.05,89,1
10890,51.79,86,1
10891,83.16,89,1
10892,88.47,85,1
10893,77.84,89,1
10894,75.58,87,1
10895,81.79,89,1
10896,70,85,1
10897,69.26,90,1
10898,68.68,86,1
10899,63.79,89,1
10900,78.47,89,1
10901,75.47,89,1
10902,62.58,82,1
10903,70.26,84,1
10904,72.43,80,1
10905,62.47,89,1
10906,74.05,81,1
10907,65.11,91,1
10908,69.47,85,1
10909,62.68,83,1
10910,70.21,89,1
10911,74.79,85,1
10912,80.16,89,1
10913,73.11,85,1
10914,79.67,89,1
10915,66.79,87,1
10916,69.63,86,1
10917,44.57,85,1
10918,70.43,89,1
10919,59,85,1
10920,68.76,85,1
10921,69.86,86,1
10922,66,87,1
10923,61.9,87,1
10924,74.71,87,1
10925,62.71,90.5,1
10926,83.1,85,1
10927,64.52,88,1
10928,75.9,88.5,1
10929,49.52,85,1
10930,62.48,89.5,1
10931,72.57,85,1
10932,64.24,92.5,1
10933,58.67,86,1
10934,64.29,86,1
10935,83.48,88,1
10936,64.81,88,1
10937,64.38,88,1
10938,53.52,85,1
10939,70.29,86,1
10940,68.38,85,1
10941,69.71,87,1
10942,64.29,86,1
10943,72.62,89,1
10944,59.1,88,1
10945,62.81,85,1
10946,53.38,92,1
10947,61.52,89,1
10948,73.1,89,1
10949,68.38,86,1
10950,82.95,86,1
10951,74,91,1
10952,81.33,90,1
10953,68.14,85,1
10954,58.05,88,1
10955,70,88,1
10956,54.14,86,1
10957,64.71,86,1
10958,73.33,86,1
10959,59.86,85,1
10960,80.52,88,1
10961,80.81,93,1
10962,56.24,86,1
10963,86.67,86,1
10964,62.05,85,1
10965,67.62,87,1
10966,65,89,1
10967,59.48,91,1
10968,66.14,88,1
10969,61.9,85,1
10970,47.9,86,1
10971,79.05,88,1
10972,77.67,82,1
10973,55.9,95,1
10974,69.81,87,1
10975,67.05,95,1
10976,66.76,86,1
10977,65.76,89.5,1
10978,61.05,91.5,1
10979,59.43,88,1
10980,69.14,86,1
10981,66.67,85,1
10982,77.43,87,1
10983,67.48,90,1
10984,85.71,86,1
10985,64.19,95,1
10986,65.48,89,1
10987,59.57,81,1
10988,56.76,88,1
10989,86.95,87,1
10990,66.86,93,1
10991,70.86,88,1
10992,74.62,88,1
10993,61.33,88,1
10994,64.62,88.5,1
10995,65.76,93,1
10996,62.62,87,1
10997,74.62,87,1
10998,63.19,86,1
10999,76.76,87,1
11000,78.67,86,1
11001,84.81,87,1
11002,76.95,89,1
11003,75.62,87,1
11004,79.19,87,1
11005,67.52,86,1
11006,63.38,87,1
11007,69.9,86,1
11008,67.43,88,1
11009,68.05,87,1
11010,69.67,83,1
11011,73.71,88,1
11012,76.86,89,1
11013,65.67,91.5,1
11014,40.43,89,1
11015,82.14,87,1
11016,65.67,88,1
11017,67.71,87,1
11018,64.19,88,1
11019,63.52,87,1
11020,81.76,85,1
11021,73.29,87,1
11022,65.95,80,1
11023,79.9,90,1
11024,65.57,87,1
11025,56.19,86,1
11026,67.1,87,1
11027,73.62,87,1
11028,70.81,87,1
11029,84.06,85,1
11030,63.79,88,1
11031,70.22,87,1
11032,39.78,86,1
11033,89.94,85,1
11034,72.25,87,1
11035,82.11,85,1
11036,67.47,85,1
11037,63.88,87,1
11038,81.86,85,1
11039,53.5,87,1
11040,68.76,87,1
11041,70.41,87,1
11042,85.06,87,1
11043,72.59,86,1
11044,76.61,87,1
11045,54.64,85,1
11046,63.56,85,1
11047,66,85,1
11048,53.29,87,1
11049,53.36,85,1
11050,70.17,87,1
11051,56.88,86,1
11052,72,88,1
11053,55.88,85,1
11054,78,86,1
11055,64.29,85,1
11056,79.06,87,1
11057,61.21,85,1
11058,66.56,88,1
11059,85.5,85,1
11060,80.07,87,1
11061,65.24,87,1
11062,57.63,87,1
11063,76.07,85,1
11064,68.21,87,1
11065,69.56,85,1
11066,69.88,87,1
11067,67.06,86,1
11068,88.25,87,1
11069,69.88,85,1
11070,72.41,86,1
11071,71.2,85,1
11072,74.22,85,1
11073,85,87,1
11074,68.44,85,1
11075,78.3,87,1
11076,42.11,85,1
11077,83.44,86,1
11078,40.56,88,1
11079,25.88,88,1
11080,57.44,87,1
11081,64.38,86,1
11082,45.94,87,1
11083,78.11,88,1
11084,66.56,87,1
11085,67.78,87,1
11086,69,87,1
11087,71.75,86,1
11088,91.35,87,1
11089,76.5,87,1
11090,57.06,87,1
11091,79.85,87,1
11092,66.31,87,1
11093,66.63,87,1
11094,87.12,88,1
11095,64.81,87,1
11096,69.11,88,1
11097,75.81,86,1
11098,64.45,87,1
11099,72.13,88,1
11100,81.44,87,1
11101,86.18,87,1
11102,72.05,88,1
11103,81.71,87,1
11104,74.13,87,1
11105,59.44,86,1
11106,81.56,87,1
11107,81.83,87,1
11108,83.89,91,1
11109,80.25,87,1
11110,78.84,88,1
11111,84,90,1
11112,80.47,88,1
11113,69.38,88,1
11114,74.63,87,1
11115,60.94,87,1
11116,60.19,86,1
11117,83.42,88,1
11118,82.3,87,1
11119,65.63,87,1
11120,73.31,88,1
11121,72.13,87,1
11122,52.39,86,1
11123,71.31,87,1
11124,78.59,87,1
11125,81.81,87,1
11126,88.28,87,1
11127,87.11,87,1
11128,49.93,89,1
11129,73.82,91,1
11130,79.29,88,1
11131,78.39,89,1
11132,82.44,90,1
11133,73.17,89,1
11134,65,88,1
11135,69.29,90,1
11136,75.25,88,1
11137,71.41,91,1
11138,80.05,88,1
11139,76.88,89,1
11140,79.63,88,1
11141,50.56,85,1
11142,66.24,89,1
11143,66.35,92,1
11144,74.52,88,1
11145,82.29,90,1
11146,82.94,88,1
11147,45,87,1
11148,80.94,88,1
11149,80.68,89,1
11150,76.45,88,1
11151,78.79,89,1
11152,71.86,88,1
11153,61.5,89,1
11154,77.79,88,1
11155,76.57,89,1
11156,75.25,88,1
11157,81.44,89,1
11158,75.58,88,1
11159,60.44,89,1
11160,65.84,88,1
11161,80.13,90,1
11162,67.93,88,1
11163,77.44,89,1
11164,80.26,89,1
11165,86,88,1
11166,75.71,88,1
11167,74.79,88,1
11168,79.89,89,1
11169,81.4,88,1
11170,66.94,89,1
11171,81.31,88,1
11172,63.43,89,1
11173,83.43,88,1
11174,84,88,1
11175,89.94,90,1
11176,59.47,86,1
11177,73.47,86,1
11178,72.79,87,1
11179,73.11,89,1
11180,81.05,88,1
11181,80.42,86,1
11182,65.21,86,1
11183,69.79,91,1
11184,73.79,86,1
11185,53.53,86,1
11186,76.21,88,1
11187,69.95,86,1
11188,66.58,86,1
11189,68.16,86,1
11190,60.84,86,1
11191,71.21,90,1
11192,67.94,85,1
11193,85.32,86,1
11194,72.74,86,1
11195,68.16,86,1
11196,63.68,87,1
11197,61.95,88,1
11198,61.53,86,1
11199,71.26,86,1
11200,67.47,86,1
11201,76.58,88,1
11202,58.42,86,1
11203,64.95,88,1
11204,57.26,86,1
11205,76.32,86,1
11206,60,86,1
11207,63.42,86,1
11208,67.53,87,1
11209,74.84,86,1
11210,60.05,87,1
11211,65.16,86,1
11212,62.68,87,1
11213,64.42,86,1
11214,68.11,86,1
11215,69.11,88,1
11216,78.47,86,1
11217,81.95,88,1
11218,82.37,86,1
11219,85.63,86,1
11220,53.31,86,1
11221,60.47,87,1
11222,69.32,90,1
11223,72.38,86,1
11224,65.74,86,1
11225,60.68,86,1
11226,49.47,86,1
11227,20.33,86,1
11228,62.24,85,1
11229,54.11,88,1
11230,45.65,85,1
11231,42.43,89,1
11232,44.35,85,1
11233,51.76,87,1
11234,53.41,85,1
11235,69.29,87,1
11236,48.59,85,1
11237,61.88,87,1
11238,20.88,85,1
11239,63.29,89,1
11240,47.12,85,1
11241,49.59,86,1
11242,52.76,85,1
11243,72.22,85,1
11244,67.65,85,1
11245,71.59,88,1
11246,83.94,85,1
11247,57.59,88,1
11248,70.24,86,1
11249,62.64,88,1
11250,55.82,86,1
11251,61.47,87,1
11252,56.53,92,1
11253,68.53,86,1
11254,81.71,88,1
11255,70.18,87,1
11256,63.29,88,1
11257,76.59,87,1
11258,77.71,90,1
11259,59.94,85,1
11260,55,87,1
11261,56.36,86,1
11262,50.64,87,1
11263,80.06,87,1
11264,52,87,1
11265,68.11,85,1
11266,68.88,88,1
11267,65.24,85,1
11268,59.35,87,1
11269,57.71,85,1
11270,74.06,89,1
11271,63.29,89,1
11272,68.24,85,1
11273,70.06,88,1
11274,56.89,85,1
11275,77,89,1
11276,65.21,85,1
11277,76.65,87,1
11278,50.71,85,1
11279,52.12,88,1
11280,77.4,88,1
11281,66.22,87,1
11282,77.9,88,1
11283,55.44,88,1
11284,66.78,87,1
11285,50.86,87,1
11286,68.86,87,1
11287,81.56,87,1
11288,61.88,87,1
11289,71.3,87,1
11290,78,89,1
11291,78.7,88,1
11292,86,87,1
11293,77.38,89,1
11294,59.88,87,1
11295,64.05,88,1
11296,67.26,88,1
11297,78,88,1
11298,79.74,87,1
11299,87.74,88,1
11300,69.55,89,1
11301,73.43,87,1
11302,72,89,1
11303,74.89,87,1
11304,68.94,87,1
11305,71.95,88,1
11306,66.94,87,1
11307,77.5,87,1
11308,66,88,1
11309,63.7,86,1
11310,65.89,87,1
11311,61.25,85,1
11312,66.88,87,1
11313,66.89,87,1
11314,78.78,88,1
11315,78.77,87,1
11316,81.23,87,1
11317,65.95,87,1
11318,69.88,90,1
11319,73.1,87,1
11320,90.63,88,1
11321,61.17,87,1
11322,82.67,88,1
11323,90.65,87,1
11324,67.32,87,1
11325,21.64,89,1
11326,85.7,88,1
11327,59.89,88,1
11328,62.33,85,1
11329,84.4,88,1
11330,61.75,85,1
11331,65.81,89,1
11332,73.85,87,1
11333,41.5,89,1
11334,74.56,85,1
11335,69,88,1
11336,81.83,85,1
11337,84.4,89,1
11338,43.81,86,1
11339,72.89,88,1
11340,65.19,85,1
11341,77.9,89,1
11342,78.86,86,1
11343,71.11,89,1
11344,93.18,86,1
11345,68.61,88,1
11346,66.22,85,1
11347,85.5,88,1
11348,83.25,85,1
11349,71.15,88,1
11350,67.1,85,1
